awarding_office,fain,award_num,org_type,recip_name_standardized,recipient_name,RecipientState,RecipientCountry,date_terminated,amt_obligated,amt_expended,total_payment_amt,amt_unliquidated,award_title,pres_action,for_cause,for_cause_num
"CDC","NU50CK000537","19NU50CK000537C4","US Territory","AS DEPARTMENT OF HEALTH","AS DEPARTMENT OF HEALTH","AMERICAN SAMOA","UNITED STATES",24mar2025,3909524,3593831.77,3593831.77,315692.23,"2019 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000537","19NU50CK000537EDEXC5","US Territory","AS DEPARTMENT OF HEALTH","AS DEPARTMENT OF HEALTH","AMERICAN SAMOA","UNITED STATES",24mar2025,2843384,2244549.33,2244549.33,598834.67,"2019 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)","N/A - Departmental Authority","-",0
"CDC","NH23IP922591","20NH23IP922591C6","US Territory","AS DEPARTMENT OF HEALTH","AS DEPARTMENT OF HEALTH","AMERICAN SAMOA","UNITED STATES",24mar2025,1869449,1365087.85,1365087.85,504361.15,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922591","20NH23IP922591UDSPC5","US Territory","AS DEPARTMENT OF HEALTH","AS DEPARTMENT OF HEALTH","AMERICAN SAMOA","UNITED STATES",24mar2025,160000,,,160000,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NU50CK000499","19NU50CK000499C3","US Territory","COMMONWEALTH HEALTHCARE CORPORATION","COMMONWEALTH HEALTHCARE CORPORATION","NORTHERN MARIANA ISLANDS","UNITED STATES",24mar2025,460851,269905.46,269905.46,190945.54,"2019 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000499","19NU50CK000499C4","US Territory","COMMONWEALTH HEALTHCARE CORPORATION","COMMONWEALTH HEALTHCARE CORPORATION","NORTHERN MARIANA ISLANDS","UNITED STATES",24mar2025,3956082,3394182.76,3394182.76,561899.24,"2019 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000499","19NU50CK000499EDEXC5","US Territory","COMMONWEALTH HEALTHCARE CORPORATION","COMMONWEALTH HEALTHCARE CORPORATION","NORTHERN MARIANA ISLANDS","UNITED STATES",24mar2025,2958501,1915370.07,1915370.07,1043130.93,"2019 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)","N/A - Departmental Authority","-",0
"CDC","NH75OT000022","21NH75OT000022C5","US Territory","COMMONWEALTH HEALTHCARE CORPORATION","COMMONWEALTH HEALTHCARE CORPORATION","NORTHERN MARIANA ISLANDS","UNITED STATES",24mar2025,699772,592585.13,592585.13,107186.87,"NATIONAL INITIATIVE TO ADDRESS COVID-19 HEALTH DISPARITIES AMONG POPULATIONS AT HIGH-RISK AND UNDERSERVED, INCLUDING RACIAL AND ETHNIC MINORITY POPULATIONS AND RURAL COMMUNITIES","N/A - Departmental Authority","-",0
"CDC","NU58DP007028","21NU58DP007028C3","US Territory","COMMONWEALTH HEALTHCARE CORPORATION","COMMONWEALTH HEALTHCARE CORPORATION","NORTHERN MARIANA ISLANDS","UNITED STATES",24mar2025,1800000,879982.79,879982.79,920017.21,"COMMUNITY HEALTH WORKERS FOR COVID RESPONSE AND RESILIENT COMMUNITIES (CCR)","N/A - Departmental Authority","-",0
"CDC","NH23IP922587","20NH23IP922587C3","US Territory","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS","NORTHERN MARIANA ISLANDS","UNITED STATES",24mar2025,360000,233681.37,233681.37,126318.63,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922587","20NH23IP922587C5","US Territory","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS","NORTHERN MARIANA ISLANDS","UNITED STATES",24mar2025,1019771,873680.45,873680.45,146090.55,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922587","20NH23IP922587C6","US Territory","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS","NORTHERN MARIANA ISLANDS","UNITED STATES",24mar2025,1868299,1136150.06,1136150.06,732148.9399999999,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NU50CK000526","19NU50CK000526C4","US Territory","DEPARTAMENTO DE SALUD OFICIAL","DEPARTAMENTO DE SALUD OFICIAL","PUERTO RICO","UNITED STATES",24mar2025,68654541,54520098.8,54520098.8,14134442.2,"2019 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000526","19NU50CK000526CV","US Territory","DEPARTAMENTO DE SALUD OFICIAL","DEPARTAMENTO DE SALUD OFICIAL","PUERTO RICO","UNITED STATES",24mar2025,744267,478752.47,478752.47,265514.53,"2019 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000526","19NU50CK000526EDEXC5","US Territory","DEPARTAMENTO DE SALUD OFICIAL","DEPARTAMENTO DE SALUD OFICIAL","PUERTO RICO","UNITED STATES",24mar2025,183823862,176338674.41,176338674.41,7485187.59,"2019 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)","N/A - Departmental Authority","-",0
"CDC","NH75OT000086","21NH75OT000086C5","US Territory","DEPARTMENT OF PUBLIC HEALTH AND SOCIAL SERVICES","DEPARTMENT OF PUBLIC HEALTH AND SOCIAL SERVICES","GUAM","UNITED STATES",24mar2025,6590558,4533819.27,4533819.27,2056738.73,"NATIONAL INITIATIVE TO ADDRESS COVID-19 HEALTH DISPARITIES AMONG POPULATIONS AT HIGH-RISK AND UNDERSERVED, INCLUDING RACIAL AND ETHNIC MINORITY POPULATIONS AND RURAL COMMUNITIES","N/A - Departmental Authority","-",0
"CDC","NH23IP922638","19NH23IP922638C3","US Territory","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GUAM","UNITED STATES",24mar2025,150000,49415.06,49415.06,100584.94,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NU50CK000531","19NU50CK000531C4","US Territory","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GUAM","UNITED STATES",24mar2025,5611957,5297588.08,5297588.08,314368.92,"2019 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)","N/A - Departmental Authority","-",0
"CDC","NU50CK000531","19NU50CK000531EDEXC5","US Territory","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GUAM","UNITED STATES",24mar2025,9698588,6833039.77,6833039.77,2865548.23,"2019 EPIDEMIOLOGY AND LABORATORY CAPACITY FOR PREVENTION AND CONTROL OF EMERGING INFECTIOUS DISEASES (ELC)","N/A - Departmental Authority","-",0
"CDC","NH23IP922638","20NH23IP922638C3","US Territory","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GUAM","UNITED STATES",24mar2025,360000,109770.48,109770.48,250229.52,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922638","20NH23IP922638C5","US Territory","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GUAM","UNITED STATES",24mar2025,1945041,1055111,1055111,889930,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922638","20NH23IP922638C6","US Territory","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GU DEPARTMENT OF PUBLIC HEALTH & SOCIAL SERVICE","GUAM","UNITED STATES",24mar2025,2332862,1244046.44,1244046.44,1088815.56,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085352","1B09SM085352-01","US Territory","GUAM BEHAVIORAL HEALTH AND WELLNESS CENTER","GUAM BEHAVIORAL HEALTH AND WELLNESS CENTER","GUAM","UNITED STATES",24mar2025,925921,470217.95,470217.95,455703.05,"MENTAL HEALTH BLOCK GRANT - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083935","1B08TI083935-01","US Territory","GUAM DEPARTMENT OF ADMINISTRATION","GUAM DEPARTMENT OF ADMINISTRATION","GUAM","UNITED STATES",24mar2025,925921,819437.78,819437.78,106483.22,"SUBTANCE USE BLOCK GRANT - ARP","N/A - Departmental Authority","-",0
"CDC","NH23IP922608","19NH23IP922608C3","US Territory","PUERTO RICO DEPARTMENT OF HEALTH","PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS","PUERTO RICO","UNITED STATES",24mar2025,993245,735508.6,735508.6,257736.4,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922608","20NH23IP922608C3","US Territory","PUERTO RICO DEPARTMENT OF HEALTH","PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS","PUERTO RICO","UNITED STATES",24mar2025,2412341,1748289.49,1748289.49,664051.51,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922608","20NH23IP922608C5","US Territory","PUERTO RICO DEPARTMENT OF HEALTH","PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS","PUERTO RICO","UNITED STATES",24mar2025,37470466,17818350.63,17818350.63,19652115.37,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922608","20NH23IP922608C6","US Territory","PUERTO RICO DEPARTMENT OF HEALTH","PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS","PUERTO RICO","UNITED STATES",24mar2025,19873207,685220.6899999999,685220.6899999999,19187986.31,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922608","20NH23IP922608IISC6","US Territory","PUERTO RICO DEPARTMENT OF HEALTH","PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS","PUERTO RICO","UNITED STATES",24mar2025,789779,,,789779,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922608","20NH23IP922608UDSPC5","US Territory","PUERTO RICO DEPARTMENT OF HEALTH","PR DEPARTMENT OF HEALTH, ADMIN OF FACILITIES/HLTH SVCS","PUERTO RICO","UNITED STATES",24mar2025,2885775,2102447.04,2102447.04,783327.96,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH75OT000085","21NH75OT000085C5","US Territory","PUERTO RICO DEPARTMENT OF HEALTH","PUERTO RICO DEPARTMENT OF HEALTH","PUERTO RICO","UNITED STATES",24mar2025,10162773,8004653.24,8004653.24,2158119.76,"NATIONAL INITIATIVE TO ADDRESS COVID-19 HEALTH DISPARITIES AMONG POPULATIONS AT HIGH-RISK AND UNDERSERVED, INCLUDING RACIAL AND ETHNIC MINORITY POPULATIONS AND RURAL COMMUNITIES","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083518","1B08TI083518-01","US Territory","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO","UNITED STATES",24mar2025,21053755,20212034.01,20032964.02,1020790.98,"MENTAL HEALTH BLOCK GRANT - COVID RELIEF","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083976","1B08TI083976-01","US Territory","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO","UNITED STATES",24mar2025,18182788,9617467.68,9132290.779999999,9050497.220000001,"SUBTANCE USE BLOCK GRANT - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI084616","1B08TI084616-01","US Territory","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO","UNITED STATES",24mar2025,622008,136043.12,136043.12,485964.88,"SUBTANCE USE BLOCK GRANT - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B09SM083996","1B09SM083996-01","US Territory","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO","UNITED STATES",24mar2025,10526878,9740813.460000001,9727366.210000001,799511.79,"MENTAL HEALTH BLOCK GRANT - COVID RELIEF","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085380","1B09SM085380-01","US Territory","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO","UNITED STATES",24mar2025,18182788,11792952.98,11494245.12,6688542.88,"MENTAL HEALTH BLOCK GRANT - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085908","1B09SM085908-01","US Territory","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO DEPARTMENT OF MENTAL HEALTH AND ANTI- ADDICTION SERVICES ADMIN","PUERTO RICO","UNITED STATES",24mar2025,625737,164908.13,164908.13,460828.87,"MENTAL HEALTH BLOCK GRANT - ARP","N/A - Departmental Authority","-",0
"CDC","NU58DP006998","21NU58DP006998C3","US Territory","PUERTO RICO SCIENCE, TECHNOLOGY, AND RESEARCH TRUST","PUERTO RICO SCIENCE, TECHNOLOGY, AND RESEARCH TRUST","PUERTO RICO","UNITED STATES",24mar2025,8999162,7133597.31,7133597.31,1865564.69,"COMMUNITY HEALTH WORKERS FOR COVID RESPONSE AND RESILIENT COMMUNITIES (CCR)","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083522","1B08TI083522-01","US Territory","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VIRGIN ISLANDS","UNITED STATES",24mar2025,683619,570393.15,570393.15,113225.85,"MENTAL HEALTH BLOCK GRANT - COVID RELIEF","N/A - Departmental Authority","-",0
"SAMHSA","B08TI083981","1B08TI083981-01","US Territory","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VIRGIN ISLANDS","UNITED STATES",24mar2025,590398,238609.75,238609.75,351788.25,"SUBTANCE USE BLOCK GRANT - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B08TI084621","1B08TI084621-01","US Territory","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VIRGIN ISLANDS","UNITED STATES",24mar2025,125000,23154.24,23154.24,101845.76,"SUBTANCE USE BLOCK GRANT - ARP","N/A - Departmental Authority","-",0
"SAMHSA","B09SM085348","1B09SM085348-01","US Territory","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VIRGIN ISLANDS","UNITED STATES",24mar2025,590398,392105.4,392105.4,198292.6,"MENTAL HEALTH BLOCK GRANT - ARP","N/A - Departmental Authority","-",0
"CDC","NH23IP922585","20NH23IP922585C5","US Territory","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VI DEPARTMENT OF HEALTH","VIRGIN ISLANDS","UNITED STATES",24mar2025,963194,125487.42,125487.42,837706.58,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH23IP922585","20NH23IP922585C6","US Territory","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VI DEPARTMENT OF HEALTH","VIRGIN ISLANDS","UNITED STATES",24mar2025,2315037,835099.26,835099.26,1479937.74,"IMMUNIZATION AND VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"CDC","NH75OT000107","21NH75OT000107C5","US Territory","VIRGIN ISLANDS DEPARTMENT OF HEALTH","VIRGIN ISLANDS DEPT OF HEALTH GROUP","VIRGIN ISLANDS","UNITED STATES",24mar2025,3114521,3012051.7,3012051.7,102469.3,"NATIONAL INITIATIVE TO ADDRESS COVID-19 HEALTH DISPARITIES AMONG POPULATIONS AT HIGH-RISK AND UNDERSERVED, INCLUDING RACIAL AND ETHNIC MINORITY POPULATIONS AND RURAL COMMUNITIES","N/A - Departmental Authority","-",0
"NIH","R01AI169636","3R01AI169636-03S1","University / Academic","ALBERT EINSTEIN COLLEGE OF MEDICINE","ALBERT EINSTEIN COLLEGE OF MEDICINE","NEW YORK","UNITED STATES",21mar2025,2722149,2008488.42,2008488.42,713660.58,"ED2PREP - PATIENT FOCUSED LOW-BURDEN STRATEGIES FOR PREP UPTAKE AMONG EMERGENCY DEPARTMENTS PATIENTS: A CROSS-OVER HYBRID IMPLEMENTATION-EFFECTIVENESS TRIAL","N/A - Departmental Authority","-",0
"NIH","F31AI186234","1F31AI186234-01","University / Academic","ALBERT EINSTEIN COLLEGE OF MEDICINE","ALBERT EINSTEIN COLLEGE OF MEDICINE","NEW YORK","UNITED STATES",17apr2025,48974,28684,28684,20290,"THE INFLUENCE OF AGING ON PLASMA CELL FUNCTION AND BONE MARROW COMPETITION","N/A - Departmental Authority","-",0
"NIH","R01AI170725","3R01AI170725-03S1","University / Academic","ALBERT EINSTEIN COLLEGE OF MEDICINE","ALBERT EINSTEIN COLLEGE OF MEDICINE","NEW YORK","UNITED STATES",18apr2025,1387294,1273218,1273218,114076,"NEW INSIGHTS INTO THE FUNCTIONAL DIVERSITY OF THE HEPATIC ANTIVIRAL T CELL RESPONSE DURING HEPACIVIRUS INFECTION IN VIVO","N/A - Departmental Authority","-",0
"NIH","R01AI172607","3R01AI172607-03S1","University / Academic","ALBERT EINSTEIN COLLEGE OF MEDICINE","ALBERT EINSTEIN COLLEGE OF MEDICINE","NEW YORK","UNITED STATES",18apr2025,2737930,2402311,2402311,335619,"AMPLIFYING AND REDIRECTING CMV-SPECIFIC CD8 T CELLS TO PROVIDE SUSTAINED CONTROL OF HIV INFECTION","N/A - Departmental Authority","-",0
"NIH","R01DK069861","3R01DK069861-14S1","University / Academic","ALBERT EINSTEIN COLLEGE OF MEDICINE","ALBERT EINSTEIN COLLEGE OF MEDICINE","NEW YORK","UNITED STATES",29apr2025,3018334,2851345,2851345,166989,"RESTORING CENTRAL REGULATION OF GLUCOSE PRODUCTION IN TYPE 2 DIABETES","N/A - Departmental Authority","-",0
"NIH","F31GM146347","5F31GM146347-03","University / Academic","ALBERT EINSTEIN COLLEGE OF MEDICINE","ALBERT EINSTEIN COLLEGE OF MEDICINE","NEW YORK","UNITED STATES",05may2025,142704,136867,136867,5837,"EPIGENETIC AND TRANSCRIPTIONAL CONSEQUENCES OF INTELLECTUAL DISABILITY-ASSOCIATED MUTATIONS IN THE HISTONE LYSINE DEMETHYLASE KDM5.","N/A - Departmental Authority","-",0
"NIH","F31GM150215","5F31GM150215-02","University / Academic","ALBERT EINSTEIN COLLEGE OF MEDICINE","ALBERT EINSTEIN COLLEGE OF MEDICINE","NEW YORK","UNITED STATES",05may2025,96668,92453,92453,4215,"THE ROLE OF MAMMALIAN DIAPHANOUS FORMIN 1 IN LEADING EDGE CELL PROTRUSION","N/A - Departmental Authority","-",0
"NIH","R01DA060796","1R01DA060796-01","University / Academic","ALBERT EINSTEIN COLLEGE OF MEDICINE","ALBERT EINSTEIN COLLEGE OF MEDICINE","NEW YORK","UNITED STATES",23may2025,767469,297429,297429,470040,"VIRTUAL REALITY TREATMENT FOR CHRONIC PAIN AND OUD IN OPIOID TREATMENT PROGRAMS: A RANDOMIZED CONTROLLED TRIAL","N/A - Departmental Authority","-",0
"NIH","F31GM146429","5F31GM146429-02","University / Academic","ALBERT EINSTEIN COLLEGE OF MEDICINE","ALBERT EINSTEIN COLLEGE OF MEDICINE","NEW YORK","UNITED STATES",02jun2025,96668,96263,96263,405,"ROLE OF NICOTINAMIDE NUCLEOTIDE ADENYLYLTRANSFERASE-1 (NMNAT1) IN CHROMATIN REMODELING AND GENE REGULATION","N/A - Departmental Authority","-",0
"NIH","F31GM150194","5F31GM150194-02","University / Academic","ALBERT EINSTEIN COLLEGE OF MEDICINE","ALBERT EINSTEIN COLLEGE OF MEDICINE","NEW YORK","UNITED STATES",03jun2025,96668,93158,93158,3510,"DEFINING ACTIVITIES OF KDMS ESSENTIAL TO DEVELOPMENT AND VIABILITY","N/A - Departmental Authority","-",0
"NIH","R01NR021084","1R01NR021084-01A1","University / Academic","AMERICAN UNIVERSITY","AMERICAN UNIVERSITY","DISTRICT OF COLUMBIA","UNITED STATES",10jun2025,726639,152068,152068,574571,"ADDRESSING THE IMPACTS OF STRUCTURAL RACISM ON RACE INEQUITIES IN HEALTH: A FOCUS ON MASS INCARCERATION, HOUSING, AND THEIR INTERSECTION","N/A - Departmental Authority","-",0
"NIH","R21HD110837","1R21HD110837-01A1","University / Academic","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY- TEMPE CAMPUS","ARIZONA","UNITED STATES",10mar2025,419796,320587.26,320587.26,99208.74000000001,"REDUCING VACCINE HESITANCY AMONG HISPANIC PARENTS OF COVID-19 VACCINE-ELIGIBLE CHILDREN","N/A - Departmental Authority","-",0
"NIH","R25HG012330","5R25HG012330-03","University / Academic","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY- TEMPE CAMPUS","ARIZONA","UNITED STATES",21mar2025,743927,170236.97,170236.97,573690.03,"TRAINING IN GENOMICS RESEARCH (TIGER)","N/A - Departmental Authority","-",0
"CDC","NU58DP007024","21NU58DP007024C3","University / Academic","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY","ARIZONA","UNITED STATES",24mar2025,7848248,4385801.31,4385801.31,3462446.69,"COMMUNITY HEALTH WORKERS FOR COVID RESPONSE AND RESILIENT COMMUNITIES (CCR)- EVALUATION AND TECHNICAL ASSISTANCE (ETA); CCR-ETA","N/A - Departmental Authority","-",0
"NIH","R00DA056842","4R00DA056842-03","University / Academic","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY- TEMPE CAMPUS","ARIZONA","UNITED STATES",17apr2025,370774,327930,327930,42844,"NATIVE SPIRIT: CULTURALLY-GROUNDED SUBSTANCE USE PREVENTION FOR INDIGENOUS ADOLESCENTS","N/A - Departmental Authority","-",0
"NIH","R01DK107579","3R01DK107579-09S1","University / Academic","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY- TEMPE CAMPUS","ARIZONA","UNITED STATES",29apr2025,2998979,2510184,2510184,488795,"PREVENTING DIABETES IN LATINO FAMILIES","N/A - Departmental Authority","-",0
"NIH","R01DA061272","1R01DA061272-01","University / Academic","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY- TEMPE CAMPUS","ARIZONA","UNITED STATES",02jun2025,624693,302536,302536,322157,"LEVERAGING COMMUNITY-ENGAGED RESEARCH TO CO-CREATE YOUTH VAPING PREVENTION WITH URBAN INDIGENOUS COMMUNITIES OF THE SOUTHWEST","N/A - Departmental Authority","-",0
"NIH","R61MH133710","1R61MH133710-01A1","University / Academic","AUBURN UNIVERSITY AT AUBURN","AUBURN UNIVERSITY AT AUBURN","ALABAMA","UNITED STATES",21mar2025,978986,345747.29,345747.29,633238.71,"TARGETING MINORITY STRESSORS TO IMPROVE EATING DISORDER SYMPTOMS IN SEXUAL MINORITY INDIVIDUALS WITH EATING DISORDERS","N/A - Departmental Authority","-",0
"NIH","T32GM141739","5T32GM141739-04","University / Academic","AUBURN UNIVERSITY AT AUBURN","AUBURN UNIVERSITY AT AUBURN","ALABAMA","UNITED STATES",27may2025,1241706,801839,801839,439867,"G-RISE AT AUBURN UNIVERSITY","N/A - Departmental Authority","-",0
"CDC","NU38CK000485","21NU38CK000485C5","University / Academic","AUCKLAND UNISERVICES LIMITED","AUCKLAND UNISERVICES LIMITED","N/A","NEW ZEALAND",24mar2025,10108491,6221262.57,6221262.57,3887228.43,"GLOBALLY COORDINATED SAFETY MONITORING FOR COVID-19 VACCINES","N/A - Departmental Authority","-",0
"NIH","F31EY036722","1F31EY036722-01","University / Academic","AUGUSTA UNIVERSITY","AUGUSTA UNIVERSITY","GEORGIA","UNITED STATES",28may2025,48974,23676,23676,25298,"INTERACTION OF GENETIC AND ENVIRONMENTAL FACTORS IN KERATOCONUS","N/A - Departmental Authority","-",0
"NIH","R25GM069234","5R25GM069234-20","University / Academic","BAYLOR COLLEGE OF MEDICINE","BAYLOR COLLEGE OF MEDICINE","TEXAS","UNITED STATES",14apr2025,780984,763688,763688,17296,"YEARS 19 - 23: BCM POST-BACCALAUREATE RESEARCH EDUCATION PROGRAM","N/A - Departmental Authority","-",0
"NIH","T32GM152777","1T32GM152777-01","University / Academic","BAYLOR COLLEGE OF MEDICINE","BAYLOR COLLEGE OF MEDICINE","TEXAS","UNITED STATES",24apr2025,546739,329397,329397,217342,"BAYLOR COLLEGE OF MEDICINE INITIATIVE FOR MAXIMIZING STUDENT DEVELOPMENT","N/A - Departmental Authority","-",0
"NIH","F31DK141249","1F31DK141249-01","University / Academic","BAYLOR COLLEGE OF MEDICINE","BAYLOR COLLEGE OF MEDICINE","TEXAS","UNITED STATES",25apr2025,48974,17800,17800,31174,"INVESTIGATING THE ROLES AND DYNAMICS OF THE ENDOPLASMIC RETICULUM DURING PALIGENOSIS AND METAPLASIA FORMATION","N/A - Departmental Authority","-",0
"NIH","U01MH125062","3U01MH125062-04S1","University / Academic","BAYLOR COLLEGE OF MEDICINE","BAYLOR COLLEGE OF MEDICINE","TEXAS","UNITED STATES",28apr2025,2021785,1905486,1905486,116299,"2/2 TRANS-ANCESTRY GENOMIC ANALYSIS OF OBSESSIVE COMPULSIVE DISORDER","N/A - Departmental Authority","-",0
